user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
CCGPMC024d_JNA_AS_CCGP105_S148_L001_R.bin.7	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Motilibacterales;f__Motilibacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Motilibacterales;f__Motilibacteraceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	27.96	11	0.7972395301256116	Genome has more than 10.8% of markers with multiple hits
CCGPMC024d_JNA_AS_CCGP105_S148_L001_R.bin.8	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.9%)
CCGPMC024d_JNA_AS_CCGP105_S148_L001_R.bin.9	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_016862175.1, s__Actinoplanes durhamensis, 95.0, 82.57, 0.57; GCF_018332695.1, s__Actinoplanes toevensis, 95.0, 82.5, 0.58; GCF_016862435.1, s__Actinoplanes tereljensis, 95.0, 82.5, 0.57; GCF_000721705.1, s__Actinoplanes subtropicus, 95.0, 82.39, 0.58; GCF_000379645.1, s__Actinoplanes globisporus, 95.0, 82.26, 0.57; GCF_016862115.1, s__Actinoplanes deccanensis, 95.0, 82.25, 0.55; GCF_016785085.1, s__Actinoplanes sp016785085, 95.0, 82.15, 0.54; GCF_900215205.1, s__Actinoplanes atraurantiacus, 95.0, 82.14, 0.56; GCF_016862275.1, s__Actinoplanes nipponensis, 95.0, 82.09, 0.55; GCF_016862375.1, s__Actinoplanes rishiriensis, 95.0, 82.07, 0.55; GCF_016862195.1, s__Actinoplanes ferrugineus, 95.0, 82.04, 0.55; GCF_014204895.1, s__Actinoplanes abujensis, 95.0, 82.04, 0.53; GCF_004362215.1, s__Actinoplanes brasiliensis, 95.0, 82.01, 0.51; GCF_018829635.1, s__Actinoplanes bogorensis, 95.0, 81.96, 0.54; GCF_003999975.1, s__Actinoplanes sp003999975, 95.0, 81.95, 0.52; GCF_016834655.1, s__Actinoplanes sp016834655, 95.0, 81.9, 0.55; GCF_018332655.1, s__Actinoplanes auranticolor, 95.0, 81.74, 0.54; GCF_012933445.1, s__Actinoplanes sp012933445, 95.0, 81.64, 0.49; GCF_014205225.1, s__Actinoplanes octamycinicus, 95.0, 81.61, 0.55; GCF_014205335.1, s__Actinoplanes digitatis, 95.0, 81.59, 0.51; GCF_003711105.1, s__Actinoplanes teichomyceticus, 95.0, 81.53, 0.51; GCF_016862395.1, s__Actinoplanes siamensis, 95.0, 81.53, 0.5; GCF_018324205.1, s__Actinoplanes ianthinogenes, 95.0, 81.41, 0.53; GCF_016464385.1, s__Actinoplanes sp016464385, 95.0, 81.29, 0.51; GCF_900119315.1, s__Actinoplanes sp900119315, 95.0, 81.29, 0.5; GCF_016862315.1, s__Actinoplanes palleronii, 95.0, 81.24, 0.55; GCF_003002065.1, s__Actinoplanes ferrugineus_A, 95.0, 81.2, 0.49; GCF_000284295.1, s__Actinoplanes missouriensis, 95.0, 81.2, 0.48; GCF_000494755.1, s__Actinoplanes friuliensis, 95.0, 81.18, 0.52; GCF_000389965.1, s__Actinoplanes sp000389965, 95.0, 81.17, 0.5; GCF_014648355.1, s__Actinoplanes azureus, 95.0, 81.15, 0.48; GCF_900188005.1, s__Actinoplanes regularis, 95.0, 81.13, 0.5; GCF_015704865.1, s__Actinoplanes sp015704865, 95.0, 81.11, 0.52; GCF_017592555.1, s__Actinoplanes sp017592555, 95.0, 81.11, 0.49; GCF_014647795.1, s__Actinoplanes campanulatus, 95.0428, 81.05, 0.49; GCF_016862095.1, s__Actinoplanes cyaneus, 95.0, 81.03, 0.52; GCF_014205215.1, s__Actinoplanes lobatus, 95.0428, 81.0, 0.51; GCF_004217545.1, s__Actinoplanes cinnamomeus, 95.0, 80.99, 0.45; GCF_004001265.1, s__Actinoplanes sp004001265, 95.0, 80.98, 0.48; GCF_016862455.1, s__Actinoplanes utahensis, 95.0, 80.94, 0.49; GCF_003751945.1, s__Actinoplanes caeruleus, 95.0, 80.93, 0.44; GCF_003259845.1, s__Actinoplanes lutulentus, 95.0, 80.92, 0.47; GCA_000715855.1, s__Actinoplanes liguriensis, 95.0, 80.89, 0.54; GCF_000962825.1, s__Actinoplanes rectilineatus, 95.0, 80.8, 0.48; GCF_900113015.1, s__Actinoplanes philippinensis, 95.0, 80.8, 0.52; GCF_001553785.1, s__Actinoplanes sp001553785, 95.0, 80.67, 0.46; GCF_003148685.1, s__Actinoplanes xinjiangensis, 95.0, 80.59, 0.51; GCF_016862075.1, s__Actinoplanes couchii, 95.0, 80.53, 0.49; GCF_003001815.1, s__Actinoplanes italicus, 95.0, 80.52, 0.51; GCF_018332715.1, s__Actinoplanes consettensis, 95.0, 80.42, 0.48; GCF_900104725.1, s__Actinoplanes derwentensis, 95.0, 80.39, 0.45; GCF_016862215.1, s__Actinoplanes humidus, 95.0, 80.39, 0.49; GCF_014646155.1, s__Actinoplanes endophyticus, 95.0, 80.14, 0.47	81.63	11	0.9613265984279477	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 13.3% of markers with multiple hits
CCGPMC024d_JNA_AS_CCGP106_S147_L001_R.bin.10	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP106_S147_L001_R.bin.2	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Quadrisphaeraceae;g__Quadrisphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Quadrisphaeraceae;g__Quadrisphaera;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_900101335.1, s__Quadrisphaera sp900101335, 95.0, 81.07, 0.59; GCF_006335115.1, s__Quadrisphaera sp006335115, 95.0, 79.85, 0.51; GCA_902806005.1, s__Quadrisphaera sp902806005, 95.0, 79.81, 0.59; GCF_015390235.1, s__Quadrisphaera sp015390235, 95.0, 79.77, 0.51; GCF_014270065.1, s__Quadrisphaera sp014270065, 95.0, 79.64, 0.53; GCF_008041935.1, s__Quadrisphaera sp008041935, 95.0, 79.49, 0.51; GCF_003149145.1, s__Quadrisphaera granulorum, 95.0, 79.18, 0.45	89.83	11	0.8729345726294169	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC024d_JNA_AS_CCGP106_S147_L001_R.bin.4	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.0%)
CCGPMC024d_JNA_AS_CCGP106_S147_L001_R.bin.5	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP106_S147_L001_R.bin.7	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.6%)
CCGPMC024d_JNA_AS_CCGP106_S147_L001_R.bin.8	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.0%)
CCGPMC024d_JNA_AS_CCGP106_S147_L001_R.bin.9	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP107_S146_L001_R.bin.1	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.9%)
CCGPMC024d_JNA_AS_CCGP107_S146_L001_R.bin.10	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP107_S146_L001_R.bin.11	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Quadrisphaeraceae;g__Quadrisphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Quadrisphaeraceae;g__Quadrisphaera;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_900101335.1, s__Quadrisphaera sp900101335, 95.0, 80.55, 0.5; GCA_902806005.1, s__Quadrisphaera sp902806005, 95.0, 79.87, 0.39; GCF_006335115.1, s__Quadrisphaera sp006335115, 95.0, 79.63, 0.51; GCF_015390235.1, s__Quadrisphaera sp015390235, 95.0, 79.5, 0.47; GCF_014270065.1, s__Quadrisphaera sp014270065, 95.0, 79.18, 0.5; GCF_008041935.1, s__Quadrisphaera sp008041935, 95.0, 79.14, 0.52; GCF_003149145.1, s__Quadrisphaera granulorum, 95.0, 79.08, 0.41	51.83	11	0.8757530658398355	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 13.3% of markers with multiple hits
CCGPMC024d_JNA_AS_CCGP107_S146_L001_R.bin.12	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	N/A	N/A	N/A	N/A	N/A	GCF_000522985.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__Gemmatirosa kalamazoonesis	78.2	0.53	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	19.6	11	0.8789990105844563	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC024d_JNA_AS_CCGP107_S146_L001_R.bin.13	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.8%)
CCGPMC024d_JNA_AS_CCGP107_S146_L001_R.bin.14	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	11.34	11	0.42937044196318974	Genome domain questionable ( 11.7% Bacterial, 5.7% Archaeal)
CCGPMC024d_JNA_AS_CCGP107_S146_L001_R.bin.15	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__CADCUO01;s__	N/A	N/A	N/A	N/A	N/A	GCA_902805915.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__CADCUO01;s__CADCUO01 sp902805915	78.66	0.31	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__CADCUO01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	86.0	11	0.9163170322533286	N/A
CCGPMC024d_JNA_AS_CCGP107_S146_L001_R.bin.16	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__JADGOV01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_017882785.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__JADGOV01;g__JADGOV01;s__JADGOV01 sp017882785	76.87	0.24	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__JADGOV01;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	74.17	11	0.8126359473566126	N/A
CCGPMC024d_JNA_AS_CCGP107_S146_L001_R.bin.2	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.9%)
CCGPMC024d_JNA_AS_CCGP107_S146_L001_R.bin.3	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP107_S146_L001_R.bin.4	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP107_S146_L001_R.bin.5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	86.59	0.47	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	54.79	11	0.955757096888578	N/A
CCGPMC024d_JNA_AS_CCGP107_S146_L001_R.bin.6	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.7%)
CCGPMC024d_JNA_AS_CCGP107_S146_L001_R.bin.7	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__SCTD01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__SCTD01;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	76.19	11	0.8287342041465626	Genome has more than 19.2% of markers with multiple hits
CCGPMC024d_JNA_AS_CCGP107_S146_L001_R.bin.9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	79.98	0.45	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	93.15	11	0.916966358416367	N/A
CCGPMC024d_JNA_AS_CCGP108_S145_L001_R.bin.3	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP108_S145_L001_R.bin.4	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.8%)
CCGPMC024d_JNA_AS_CCGP108_S145_L001_R.bin.6	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Quadrisphaeraceae;g__Quadrisphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Quadrisphaeraceae;g__Quadrisphaera;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_900101335.1, s__Quadrisphaera sp900101335, 95.0, 79.91, 0.46; GCA_902806005.1, s__Quadrisphaera sp902806005, 95.0, 79.2, 0.31; GCF_006335115.1, s__Quadrisphaera sp006335115, 95.0, 78.81, 0.5; GCF_008041935.1, s__Quadrisphaera sp008041935, 95.0, 78.75, 0.44; GCF_014270065.1, s__Quadrisphaera sp014270065, 95.0, 78.75, 0.45; GCF_015390235.1, s__Quadrisphaera sp015390235, 95.0, 78.58, 0.45; GCF_003149145.1, s__Quadrisphaera granulorum, 95.0, 78.25, 0.38	39.97	11	0.8744983751453386	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC024d_JNA_AS_CCGP108_S145_L001_R.bin.8	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP109_S144_L001_R.bin.1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	17.39	11	0.7543580003955104	N/A
CCGPMC024d_JNA_AS_CCGP109_S144_L001_R.bin.10	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.1%)
CCGPMC024d_JNA_AS_CCGP109_S144_L001_R.bin.2	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__CADCUO01;s__	N/A	N/A	N/A	N/A	N/A	GCA_902805915.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__CADCUO01;s__CADCUO01 sp902805915	78.07	0.27	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__CADCUO01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	66.18	11	0.9121568292908522	N/A
CCGPMC024d_JNA_AS_CCGP109_S144_L001_R.bin.3	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP109_S144_L001_R.bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	86.35	0.5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	33.82	11	0.9735265214202948	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC024d_JNA_AS_CCGP109_S144_L001_R.bin.7	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Quadrisphaeraceae;g__Quadrisphaera;s__	N/A	N/A	N/A	N/A	N/A	GCF_900101335.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Quadrisphaeraceae;g__Quadrisphaera;s__Quadrisphaera sp900101335	81.06	0.57	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Quadrisphaeraceae;g__Quadrisphaera;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_902806005.1, s__Quadrisphaera sp902806005, 95.0, 80.04, 0.6; GCF_006335115.1, s__Quadrisphaera sp006335115, 95.0, 79.76, 0.51; GCF_015390235.1, s__Quadrisphaera sp015390235, 95.0, 79.72, 0.5; GCF_008041935.1, s__Quadrisphaera sp008041935, 95.0, 79.5, 0.51; GCF_003149145.1, s__Quadrisphaera granulorum, 95.0, 79.46, 0.41; GCF_014270065.1, s__Quadrisphaera sp014270065, 95.0, 79.45, 0.51	91.32	11	0.8919905360760092	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC024d_JNA_AS_CCGP109_S144_L001_R.bin.9	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.0%)
CCGPMC024d_JNA_AS_CCGP110_S143_L001_R.bin.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	N/A	N/A	N/A	N/A	N/A	GCF_000522985.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__Gemmatirosa kalamazoonesis	77.87	0.52	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	48.05	11	0.8774922263821954	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC024d_JNA_AS_CCGP110_S143_L001_R.bin.12	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP110_S143_L001_R.bin.13	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	11.08	11	0.4324206189291252	Genome domain questionable ( 11.7% Bacterial, 5.7% Archaeal)
CCGPMC024d_JNA_AS_CCGP110_S143_L001_R.bin.2	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Quadrisphaeraceae;g__Quadrisphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Quadrisphaeraceae;g__Quadrisphaera;s__	ANI	classification based on placement in class-level tree	GCF_900101335.1, s__Quadrisphaera sp900101335, 95.0, 79.98, 0.43; GCF_006335115.1, s__Quadrisphaera sp006335115, 95.0, 79.09, 0.45; GCA_902806005.1, s__Quadrisphaera sp902806005, 95.0, 79.05, 0.33; GCF_014270065.1, s__Quadrisphaera sp014270065, 95.0, 78.96, 0.43; GCF_008041935.1, s__Quadrisphaera sp008041935, 95.0, 78.83, 0.44; GCF_015390235.1, s__Quadrisphaera sp015390235, 95.0, 78.55, 0.44; GCF_003149145.1, s__Quadrisphaera granulorum, 95.0, 78.41, 0.37	50.93	11	0.8786895993957414	Genome has more than 11.7% of markers with multiple hits
CCGPMC024d_JNA_AS_CCGP110_S143_L001_R.bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	87.67	0.7	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	93.35	11	0.9748791770680263	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC024d_JNA_AS_CCGP110_S143_L001_R.bin.4	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.7%)
CCGPMC024d_JNA_AS_CCGP110_S143_L001_R.bin.5	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP110_S143_L001_R.bin.8	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Iso899;s__	N/A	N/A	N/A	N/A	N/A	GCF_000421445.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Iso899;s__Iso899 sp000421445	77.74	0.19	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Iso899;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	95.33	11	0.9295086933476735	N/A
CCGPMC024d_JNA_AS_CCGP110_S143_L001_R.bin.9	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
CCGPMC024d_JNA_AS_CCGP111_S142_L001_R.bin.1	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP111_S142_L001_R.bin.12	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP111_S142_L001_R.bin.2	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	N/A	N/A	N/A	N/A	N/A	GCF_000522985.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__Gemmatirosa kalamazoonesis	78.94	0.56	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	58.18	11	0.8818374293257755	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
